road_name
蕰藻浜
呼兰路
安达路
鹤岗路
南泗塘河
安家路
庆安路
安淞路
八棉新村
弄内
八棉一村通道
白沙园路
淞浦路
宝钢六村北通道
市河六村桥
宝钢三村通道
宝钢三村大门
宝钢十一村通道
宝钢五村通道
宝钢五村
宝林八村通道
密山东路
宝林二小通道
北翼商业街通道
宝林六村通道
宝林六村垃圾房
子青路
区政府部门大院
宝林七村通道
宝林一村通道
宝泉路
龙镇路
宝山区房地产交易中心北辅通道
岗亭
宝山区房地产交易中心通道A
宝山区房地产交易中心通道B
宝山区房地产交易中心通道C
宝山区房地产交易中心通道D
宝山区房地产交易中心通道E
宝山五村通道
新思致公寓
狮子桥
马路河桥
北街
赵巷街
北康路
北兴路
和丰路
和丰路南围墙
韩家湾路
亭前街
昌北路
煤气厂桥
西塘桥
西赵家宅
东茭泾桥
长康路
通河八村
南薀藻路
南蕰藻路
凇肇路
兴淞桥
长樱路
杨盛河桥
长征新村通道
长证新村幼儿园
纪薀路
康文路桥
场联路
场联路桥
新川沙路
春雷路桥
大华二路
大华一路
老马路河桥
新马路河桥
富锦路辅道
邓家弄
水果弄
电台南路
东南弄
市一路
竹巷街
罗店新街
东朱路
小川沙河小朱桥
南何支线
方正路
西门街
外环线
北泗塘河桥
克东路
铁力路
富乐路
富乐支路
老蕴川公路
富长路富南苑
一二八纪念东路
铁路南何支线
蕰川路西辅道
部队弹药库围墙
刘场路
八六二终点站
共泉路
顾泾河路
盛桥老街
顾贸路
幼儿园路
顾新路
厂门口
国江路
杨浦交界
西沙河桥
海滨四村通道
海滨四村东门
海江四路
海江五路
海江三路
海江一路
栀子花路
海五通道
海滨五至八村大门
韩家湾
蒋巷街
来龙路
金桂路
和康路
河曲路
仓储公司
顾泾河桥
石太
横街
西泗塘河桥
东茭泾
爱辉
呼玛三村通道
武警大门
呼青路
装卸储运总公司
胡家桥路
虎林路九五十号
顾陈路
南蕴藻路
朗枫路
郎枫路
朗悦路
郎悦路
花园弄
唐家弄
化成路
淞滨路/淞浦路
化肥厂集资路
玻璃厂
桃浦河桥
青石路
纪蕰路
静安区交界
江杨北路桥
蕰藻南路
江杨北路桥下便道
向阳河桥
张桥新村
经二延路
长航锚地
君子兰路
信访办
长江西路南
泥城河桥
花园宅河桥
泥城港桥
护厂河桥
克山路
杨行镇泗塘村卫生院
湄浦河
兰岗路
铁山路
杨行火车站
老军工路
东海船厂大门
东晨市容公司
高泾河
高泾河桥
杨盛河
泰联路
粮管所通道
粮管所
粮管所东侧
闸北交界
龙飞路
双泉路
罗春路
南弄街
罗太
一号桥
月罗
二号桥
罗新路
杜家桥
祁北路
罗阳河路
乾溪小区门口
桃园港桥
北黄泥塘桥
钱鑫路
南黄泥塘桥
沙浦河桥
小区大门
铁路
城河桥
护城河西岸
区发改委 机关幼儿园
樟岭路
南华苑路
化工厂
市河街
南汀路
长浜街
场北支路
吴淞口路
盘古路桥
新吴泾河桥
西长浜桥
月明路
桥边东路
锦怡宾馆
顾泾河
桥边西路
盛桥一村东门
青岗路
邱家弄
练祁河
泉临路
三阳路
大场医院
盛桥
盛桥东街
杨盛河桥东路
盛桥中学
盛桥街
盛桥西街
市二路
镇东路
义学桥
南弄街大通桥
新桥街义学桥
守仁桥路
跨线桥东
辅道
跨线桥西
泰和新城
四元路马路河桥
泗东菜市场通道
八棉新村 泗东新村
镇新路
宝工后门
淞桥西路
淞浦路/化成路
南泗塘桥
卫生科路
步行街
昌北路西围墙
泰兴桥
仓库
建委大门口
泰和路油库集资路
化肥厂
泰和支路
黄泥塘桥
沥青厂
泰兴桥路
幼儿园
罗店横街
连祁河桥
桃园新村通道
桃园新村
铁通路
湄浦河桥
吴淞化肥厂
五厂铁路
跨线桥
宝山交通集团铁山路码头
友云路
小三元桥
规划路
通河三村通道
民悦苑北门
市河桥
同泰小学通道
海滨物业招待所
王家桥路
王家桥
耶稣堂
文海路
无名路
吴淞大桥南东辅道
吴淞大桥南西辅道
桥南东辅道
安达
吴淞集市路
叉口
西随塘河桥
吴淞消防队通道
吴淞一旅部队通道
部队
宝钢四村小区门口
宝城一村小区门口
西西巷街
西朱家浜
县前街
新村围墙
县佑街
向东路
高境界
淞南界
新街
新贸路
新桥街
静安交界
杨盛路
庵木港桥
影院路
杨文路
杨行镇老街
规划二路
一二八纪念路桥
虎林路/阳曲路
爱辉路/岭南路
夏场浦
小吉浦河桥
斜塘河
杨北路
北泗塘河
公安局东围墙
富杨路
规划杨泰路
杨泰北路
宝山港务公司四号门
老杨泰路
和平路
蕰川路辅道
东千步泾
上海硫酸厂
栅口路
张桥路
横港河
杨行环卫所
关庙
中学通道
东南弄街
步长街
三泾北宅
定西路东
虹古路以南
北新泾北大街
北新泾西大街
新泾港
外环路
绥宁路
区界
薜家厍
老年活动中心
曹家宅
沟渠
天中路
仪器厂_三支弄
胶鞋研究所围墙
梭子二厂
招待所
弄口
弄底
翠钰路
定西路工商局
工商局
愚园路四小
种德桥路
法三小学
广顺北路
富贵东路
华阳路二小
古北支路
苏州河
平溪路
丁字路口
银珠路
林泉路
铁道
沪青平
机场南大门
机场东大门
姚虹西路
虹桥
华山
兴国
兆丰别墅
西诸安浜
